objectid,cip_id,title,start_cnst,cncl_dist,cip_stat,comp_area,ext_phone,asset_type,desc_text,hyperlink,shape_Length
61,B16106,AC Water & Sewer Group 1018 (S),9/4/2018 0:00:00,2,Construction,MISSION BEACH,6195334207,Wastewater - Collection Sys - Main,"Construct and install a total of 10,260 LF (1.943 miles) of water mains to replace existing asbestos cement (AC) water mains, including all associated water services, fire hydrants, curb ramps, traffic signal modification at the intersection of Mission Boulevard and Pacific Beach Drive, traffic control, etc. Construct a total of 478 LF (0.10 miles) of sewer mains to replace existing vitrified clay (VC) sewer main, rehab a total of 1,953 LF (0.37 miles) of existing ductile iron (DI) sewer main.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16106,2730.717986531462884
62,B15002,AC Water & Sewer Group 1026 (S),7/23/2018 0:00:00,9,Post Construction,MID-CITY:NORMAL HEIGHTS,6195334207,Wastewater - Collection Sys - Main,AC Water and Sewer Group Job 1026 will replace old asbestos cement (AC) pipes and deteriorating sewer mains in the in the Mid City/Normal Heights communities.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B15002,2400.583077655346642
63,B17104,Sewer and AC Water Group 1032 (S),1/19/2021 0:00:00,8,Construction,SAN YSIDRO,6195334207,Wastewater - Collection Sys - Main,"Construction of approximately 11,763 LF (2.23 miles) of PVC sewer mains to replace existing vitrified clay (VC) sewer mains, including all associated sewer laterals, manholes, curb ramps, traffic control, and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17104,19145.991524349439715
64,S15019,Alvarado Trunk Sewer Phase IV,12/29/2025 0:00:00,"7, 9",Design,"NAVAJO, COLLEGE AREA",6195334207,Wastewater - Collection Sys - Trunk Swr,"This project involves upsizing 3.1 miles of the Alvarado Trunk Sewer in order to improve its capacity and condition. Sewer improvements are as follows: 1,974 LF of 21in to 27in; 2,815 LF of 21in and 27in to 30in; 6,773 LF of 24, 27, 30 and 33in to 36in; 275 LF of 30in to 39in; and 1,777 LF of 30in to 42in.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S15019,31161.085169035650324
65,B16107,ADA S/W Group 4E College,9/28/2020 0:00:00,9,Post Construction,MID-CITY:EASTERN AREA,6195334207,Trans - Ped Fac - Accessibility Improve,"The scope of work includes the installation of sidewalks, missing pedestrian curb ramps, curb and gutters, driveway aprons, retaining curb/or retaining wall and AC pavement at the intersections of : 1) Jamacha Road at Cardiff Street 2) College Av form Judy McCarty Way along Livingston St to Aragon Dr 3) College Av and Meridian Av NEC.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16107,819.533102276527643
66,B17134,Balboa Park Pipeline Repl Ph III (S),4/5/2021 0:00:00,3,Construction,"GREATER GOLDEN HILL, BALBOA PARK",6195334207,Wastewater - Collection Sys - Main,"Replace 626 LF of VC and 650 LF of CI, realign 1,295 LF of VC, rehabilitate 405 LF of VC, abandon 731 LF of VC and 526 LF of CI, including associated sewer laterals, manholes, curb ramps, etc",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17134,4175.156336460164312
67,B17141,Balboa Park Pipeline Repl Ph III (W),4/5/2021 0:00:00,3,Construction,BALBOA PARK,6195334207,Water - Distribution Sys - Distribution,"Replace 43,205 LF of CI and 1,771 LF of AC, realign 186 LF of CI and 555 LF of AC, install 402 LF of new water, abandon 3,823 LF of CI and 771 LF of AC, including associated water services, fire hydrants, curb ramps, traffic control, etc",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17141,10884.702116191414461
68,B16001,Pipeline Rehabilitation AL-1,7/30/2019 0:00:00,1,Post Construction,LA JOLLA,6195334207,Wastewater - Collection Sys - Main,"Rehabilitation of 8.95 miles of existing 6-inch & 8-inch sewer mains, including point repairs, replace-in-place,  service laterals, rehabilitation of manholes, replacement of manholes, repair of manholes and installation of cleanouts.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16001,37540.878019103591214
69,B17169,Mission Beach Water & Sewer Repl (W),4/5/2021 0:00:00,2,Construction,"MISSION BAY PARK, MISSION BEACH",6195334207,Water - Distribution Sys - Distribution,"Replacement of approximately 3.42 miles of existing water mains  in council district 2,  Mission Beach community.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17169,18270.180321210289549
70,B17170,Mission Beach Water & Sewer Repl (S),4/5/2021 0:00:00,2,Construction,MISSION BEACH,6195334207,Wastewater - Collection Sys - Main,"Replacement of approximately 0.46 mile of existing sewer mains in council district 2, Mission Beach community.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17170,2402.171619476737760
71,B16018,Priority Sewer Main Replacement Group 16,10/4/2017 0:00:00,"2, 1, 8, 3, 7, 9, 4",Complete,"NORTH PARK, OTAY MESA-NESTOR, OLD TOWN SAN DIEGO, LA JOLLA, DOWNTOWN, SAN YSIDRO, MID-CITY:EASTERN AREA, MISSION VALLEY, MIDWAY-PACIFIC HIGHWAY, MID-CITY:CITY HEIGHTS, PENINSULA, PACIFIC BEACH, ENCANTO NEIGHBORHOODS, UPTOWN, MID-CITY:NORMAL HEIGHTS, MISSION BEACH, SOUTHEASTERN SAN DIEGO",6195334207,Wastewater - Collection Sys - Main,"Replacement of 11,563 LF (.99 mi) of existing 6” – 24” CP & VC sewer mains which are included on the Wastewater Collection’s referral list and have been recommended for replacement.  Included the replacement of associated sewer laterals, sewer manhole, curb ramps, and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16018,8503.640934643721266
72,B17185,AC Water & Sewer Group 1044 (S),1/6/2020 0:00:00,9,Post Construction,MID-CITY:CITY HEIGHTS,6195334207,Wastewater - Collection Sys - Main,Replace approximately 601 linear feet (0.11 mi) of 6-inch VC sewer mains with new 8-inch PVC sewer mains. This project (water and sewer) will be bundled with: University Ave - Fairmount / Euclid - Complete St. (B-16137),https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17185,630.315312798796640
73,B17186,AC Water & Sewer Group 1044 (W),1/6/2020 0:00:00,9,Post Construction,MID-CITY:CITY HEIGHTS,6195334207,Water - Distribution Sys - Distribution,"Replace approximately 5,936 linear feet (1.12 mi) of 6-inch and 8-inch AC and CI Water Mains with new 8-inch PVC Water Mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17186,5565.987090044221986
74,S16027,Morena Pipeline,5/20/2025 0:00:00,"2, 3, 7",Bid / Award,"LINDA VISTA, CLAIREMONT MESA, MISSION VALLEY",6195334207,Water - Distribution Sys - Transmission,"The project includes the following: : Build a new 36-inch (approximately 3.15 miles) and the existing Morena Pipeline (approx. 2.74 miles), will be replaced with a new 16-inch pipeline and will serve only as a distribution pipeline.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S16027,35043.611544359075197
75,B15141,PWP Morena Conveyance,6/14/2021 0:00:00,"2, 6, 3, 7",Construction,"LINDA VISTA, CLAIREMONT MESA, MISSION VALLEY, UNIVERSITY",6195334207,Bldg - MWWD - Pump Stations,"Flow from several Interceptors and Trunk Sewers will be diverted to the proposed Morena Sewer Pump Station (MPS) which will be located at the intersection of Sherman and Custer Streets. A 48-inch force main will deliver an average of 32 mgd of raw wastewater from the MPS 11 miles North to the North City Water Reclamation Plant (NCWRP). The force main will be steel pipe for first 3 miles, then changing to HDPE pipe for the remaining 8 miles.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B15141,119190.227569969050819
76,S18000,Streamview Drive Improvements Phase 2,7/7/2026 0:00:00,9,Design,MID-CITY:EASTERN AREA,6195334207,Trans - Roadway,"This project provides for the installation of roundabouts, new raised median, new sidewalk including curb and gutter, Class II bike lanes, and traffic circles on Streamview Drive from 54th Street to Michael St, and on Streamview Drive from Gayle St to College Ave. This WBS is bundled with B19095, B18107, B18108.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S18000,4870.705636579589736
77,B17005,Murphy Canyon Trunk Sewer Repair/Rehab,6/20/2023 0:00:00,"6, 7, 9",Construction,"TIERRASANTA, KEARNY MESA, MISSION VALLEY, SERRA MESA",6195334207,Wastewater - Collection Sys - Trunk Swr,"This project improves the capacity of existing sewer infrastructure by installing approx. 1.4 miles of new gravity sewer pipelines, rehabilitating approx. 4.9 miles of existing sewer pipelines, and abandoning approx. 1.1 miles of existing sewer pipelines and manholes. Phase 1 of the project has been awarded to Southwest Pipeline and Trenchless, Corp. The scope of work includes rehabilitation of 3.62 miles of 12-inch to 36-inch sewer mains.  The rest of the project will be awarded under Phase 2.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17005,32871.282401502059656
78,S11060,Otay Mesa Truck Route Phase 4,4/13/2020 0:00:00,8,Post Construction,OTAY MESA,6195334207,Trans - Roadway,Construction of an additional lane to the existing Otay Truck Route from La Media Rd to Drucker Ln.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S11060,3909.685946350681661
79,B17054,Market Street Sewer Pipe Replacement,8/26/2020 0:00:00,4,Construction,ENCANTO NEIGHBORHOODS,6195334207,Wastewater - Collection Sys - Main,This project provides replacement and rehabilitation of approximately 0.2 miles of existing VC sewer main and the associated laterals and manholes on Euclid Avenue and Guymon Street. This project is being bundled with Market St Water Pipe Replacement (B17052) and Market St – 47th to Euclid Complete St (S16061) project.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17054,797.006909039393122
80,B17052,Market Street Water Pipe Replacement,8/26/2020 0:00:00,4,Construction,ENCANTO NEIGHBORHOODS,6195334207,Water - Distribution Sys - Distribution,This project provides replacement of approximately 0.3 miles of existing AC water main and the associated appurtenances on Euclid Avenue between Naranja Street and Lakiba Palmer. This project is being bundled with the Market St Sewer Pipe Replacement (B17054) and Market St – 47th to Euclid Complete St (S16061) project.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17052,1247.273809372447658
81,S16061,Market St-47th St to Euclid Complete St,8/26/2020 0:00:00,4,Construction,ENCANTO NEIGHBORHOODS,6195334207,Trans - Roadway - Enhance/Scape/Medians,"This project proposes to widen existing roadways and replace or widen existing sidewalks to allow for new raised medians, cycle tracks, and additional on-street parking. The project will also include driveways, curb extensions, curb ramps, street lights,traffic signal modifications, drainage improvements, street trees, bus pads and street resurfacing.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S16061,6443.201854083790749
82,S00915,University Avenue Mobility,6/2/2021 0:00:00,3,Construction,NORTH PARK,6195334207,Trans - Roadway - Enhance/Scape/Medians,"The University Avenue Mobility Project, extending from Florida Street to Boundary Street, focus on improving safety and mobility along the corridor for pedestrians, bicyclists, transit and automobile traffic.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S00915,6330.081020735648053
83,S00856,El Camino Real to ViaDeLaValle (1/2mile),9/17/2026 0:00:00,1,Design,"RESERVE AREA-Not a community plan, RESERVE AREA-Not a community plan, RESERVE AREA-Not a community plan, NCFUA SUBAREA II, RESERVE AREA-Not a community plan, RESERVE AREA-Not a community plan, FAIRBANKS RANCH COUNTRY CLUB",6195334207,Trans - Bridge - Vehicular,"This project provides for replacing the existing 2-lane bridge with a 4-lane bridge, widening the existing 2-lane roadway to a modified 4-lane major road, and improving eastbound Via de la Valle as far as northbound El Camino Real.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S00856,4407.914424473487088
84,B17150,Pipeline Rehabilitation AR-1,3/30/2020 0:00:00,2,Post Construction,CLAIREMONT MESA,6195334207,Wastewater - Collection Sys - Main,"Construction of the Pipeline Rehabilitation AR-1 project consists of the rehabilitation of 6.7 miles of existing 8-inch and 10-inch Vitrified Clay (VC) and Concrete Pipe (CP) sewer mains, the rehabilitation of existing sewer laterals, and the installation of cleanouts at the property line, if needed. The project also includes point repairs, manhole repairs, manhole replacements, manhole rehabilitation, and the installation of new manholes.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17150,35340.559402283353847
85,B18054,ADA Mid-City MS TSW-1,1/23/2024 0:00:00,9,Construction,MID-CITY:CITY HEIGHTS,6195334207,Trans - Ped Fac - Curb Ramps,"This project will improve pedestrian access along Central Avenue from Thorn Street to the cul-de-sac of Redwood Street. It will include, but not limited to; installing sidewalks, curb and gutter, curb ramps, driveway aprons, retaining curbs, retaining walls, two streetlights (underground services), and relocate utilities to allow citizens access to City public right-of-way, as necessary.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18054,1216.994331673066426
86,B10210,Sewer & Water GJ Crown Pt s La Playa (S),8/10/2016 0:00:00,1,Construction,"MISSION BAY PARK, PACIFIC BEACH",6195334207,Wastewater - Collection Sys - Main,"Installation of approx. 27,775 linear ft. of sewer pipe ranging from (8"" to 15"") and 6,321 linear ft. of water main ranging from (12"" & 16"").",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B10210,14139.293719278004573
87,B13011,Sewer & Water GJ Crown Pt s La Playa (W),8/10/2016 0:00:00,1,Construction,"MISSION BAY PARK, PACIFIC BEACH",6195334207,Water - Distribution Sys - Distribution,"Installation of approx. 27,775 linear ft. of sewer pipe ranging from (8"" to 15"") and 6,321 linear ft. of water main ranging from (12"" & 16"").",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B13011,7861.042747688969939
88,B16145,Sewer & AC Water Crown Point West (S),10/29/2020 0:00:00,1,Construction,"MISSION BAY PARK, PACIFIC BEACH",6195334207,Wastewater - Collection Sys - Main,"This project upgrades 3.9 miles of existing sewer mains located in the Pacific Beach community (Council District 2), in order to improve the sewer and water pipeline service life.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16145,17110.350325013791007
89,B16144,Sewer & AC Water Crown Point West (W),10/29/2020 0:00:00,1,Construction,"MISSION BAY PARK, PACIFIC BEACH",6195334207,Water - Distribution Sys - Distribution,"This project upgrades 2.45 miles of existing water mains located in the Pacific Beach community (Council District 2), in order to improve the sewer and water pipeline service life.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16144,12051.309713276179536
90,B18068,AC Water & Sewer Group 1040 (W),4/25/2025 0:00:00,8,Construction,"OTAY MESA-NESTOR, SAN YSIDRO, TIJUANA RIVER VALLEY",6195334207,Water - Distribution Sys - Distribution,"Phase 1: Replace approximately 7478 linear feet (1.42 mi) of 4-, 6-, 8-, 12-,inch AC, DI and CI Water Mains with new PVC Water Mains. (The rest of the scope being delayed into Phase 2 due to different Environmental investigation and Caltrans Encroachment Permit ) Phase 2: Replace approx. 11,113.24 LF (2.10 miles) of 6"", 8"", 12"" and 16"" AC, CI, DI, PVC water mains. It also includes installing curb ramps and street restorations.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18068,24780.695480886002770 91,B18066,AC Water & Sewer Group 1040 (S),4/25/2025 0:00:00,8,Construction,SAN YSIDRO,6195334207,Wastewater - Collection Sys - Main,"Phase 1: Replace approximately 5,395 linear feet (1.02 mil) of 6-, 8-, 10-, and 15-inch VC sewer mains with new PVC sewer mains.  and rehab 429.06 LF (0.08 mil) .This project is located in CD 8; Otay Mesa-Nestor, San Ysidro, Communities. Phase 2: Replace approximately 140 LF 6-in PVC sewer mains",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18066,7670.585387201733283
92,B15051,Logan Heights LID (South),6/22/2023 0:00:00,8,Construction,SOUTHEASTERN SAN DIEGO,6195334207,Drainage - Best Mgt Practices (BMPs),"This project will install Low Impact Design (LID) measures in order to treat surface runoff to improve the water quality within Chollas Creek. Specific LIDs to be installed include bioretention BMP’s (Best Management Practice), biofiltration BMP’s, and a proprietary biofiltration BMP’s (Modular Wetlands or approved equal) along the following streets within the Logan Heights Community: Newton Avenue, 29th Street, 30th Street, and 32nd Street.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B15051,6732.078099936247781
93,B18019,Howard Ave-Village Pine to Iris Sidewalk,10/18/2022 0:00:00,8,Post Construction,OTAY MESA-NESTOR,6195334207,Trans - Ped Fac - Sidewalks,"This project will install new concrete sidewalk on the east side of Howard Avenue between Iris Avenue and Village Pine Drive. The project will also install new curb ramps, modify the existing traffic signal, and implement traffic striping improvements.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18019,303.941125077318020
94,S10008,El Monte Pipeline No. 2,4/21/2026 0:00:00,7,Design,NAVAJO,6195334207,Water - Distribution Sys - Distribution,"The El Monte Pipeline is approximately 12.2 miles and consists of 48-inch and 68-inch reinforced concrete steel cylinder (RCSC) pipe, 68-inch reinforced concrete pipe (RCP), and 72-inch cast-in-place reinforced concrete liner (RCL) through a tunnel portion. Replace in place of 47 LF of existing 48-inch RCSC pipe and 313 LF of existing 68-inch RCP pipe; install 2 each, 6-inch blow-off assembly; extend manways (28 each) to surface; replace seat on valve V40 and replace venturi meter.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S10008,64201.264138349957648
